Function,Algorithm,Run,FinalFitness,ExecutionTime,Evaluations,ConvergenceHistory
Sphere,Helios-MP,1,2.0075696478134287e-15,3.168705940246582,19800000,"[39986.687069812295, 13908.158005966918, 5635.762060633013, 3315.7931235109513, 2096.7644326125246, 1062.7309469930506, 495.2331001622048, 352.5048209605209, 245.3749785857691, 173.38378410448883, 134.89192795784703, 94.4870301927946, 77.7260820699816, 67.95865066015858, 46.51450808803675, 28.89431671576498, 16.425193691204328, 13.812267085023242, 11.748620069706874, 10.466599471581029, 9.525180199818605, 8.07562806849861, 6.249240791884134, 4.799502817176046, 3.8259678888780204, 3.165185029161619, 2.3350705854077227, 1.998462776748622, 1.5978256238548751, 1.4900265573191502, 1.3322780626156914, 0.7581071678333235, 0.5894294061523704, 0.429275852436503, 0.36628035592870406, 0.27870871475955294, 0.26917850395460713, 0.2446429945675935, 0.22417756587537502, 0.17290565411171055, 0.125397158826072, 0.10965439415798017, 0.09410468160122526, 0.0801421864170655, 0.0752691614158141, 0.06493155082409785, 0.03397985775954728, 0.03164374200560614, 0.0279828608777467, 0.024257551984252904, 0.021677907351065957, 0.019584718888109788, 0.018099976790645927, 0.013188755967028412, 0.01177751845314064, 0.009488563858565665, 0.00672093298391446, 0.005213881669795119, 0.004987765578950344, 0.004335170043480888, 0.003165356000179533, 0.0017963184888753793, 0.0015668078814433909, 0.0012599336939338912, 0.00120744091931695, 0.0010612146357300255, 0.0010094439795092372, 0.0007961057610513997, 0.0007451167858881413, 0.0006709087296184976, 0.0005075044832269703, 0.00044236426640513005, 0.000389911023444661, 0.00032621003458680104, 0.00027678703709266457, 0.0002216003247269668, 0.00012645726002438268, 0.00011509052364438093, 0.0001000133057472049, 8.843323374729936e-05, 5.9630520111889914e-05, 5.2315926685163775e-05, 4.0932986847956373e-05, 3.51348726408678e-05, 2.929339332741683e-05, 2.3152509322449187e-05, 1.8495410728178117e-05, 1.4611326842701944e-05, 1.1836382205319334e-05, 9.118052122513153e-06, 7.2538078117502226e-06, 4.113597365843595e-06, 3.720379675547982e-06, 3.2340814307209757e-06, 2.1108132837910235e-06, 1.768270697193124e-06, 1.5620944081971396e-06, 1.2998535199908542e-06, 1.125133387962272e-06, 8.078163426266316e-07, 6.471332362271139e-07, 5.694907773119455e-07, 4.820001964799807e-07, 3.5510663126169476e-07, 2.4976638388377576e-07, 2.2883191416913697e-07, 1.1769499925077307e-07, 1.041071775181202e-07, 9.669041318920533e-08, 7.889084262796127e-08, 6.632463220011772e-08, 5.9122498229944906e-08, 5.023258223974454e-08, 4.216941438523412e-08, 3.232841269032103e-08, 2.953392388048596e-08, 2.5617218641427485e-08, 2.2685854163687544e-08, 2.07737198010174e-08, 1.6178226566038784e-08, 1.388214397053783e-08, 8.681441853616134e-09, 7.807055015404577e-09, 6.977045217218638e-09, 5.392112549296381e-09, 4.427594948954301e-09, 3.7059404694450478e-09, 3.0914578227774866e-09, 2.822879646870461e-09, 2.544348872009461e-09, 2.2044989726880857e-09, 1.9904409751355897e-09, 1.8421141516396447e-09, 1.5457985026871522e-09, 1.4149794094539161e-09, 1.1617234702054495e-09, 6.967584438765096e-10, 6.437069638016346e-10, 4.5772664729967075e-10, 4.1278197280416806e-10, 3.697416982958742e-10, 3.155719748655562e-10, 2.654123058400221e-10, 2.070377852663979e-10, 1.9469183049992983e-10, 1.828018765483005e-10, 1.636534666299862e-10, 1.432883230237747e-10, 1.2098175402392744e-10, 1.0110372854017245e-10, 7.893800421487327e-11, 4.8582686984494275e-11, 4.0518703781604234e-11, 3.259800077369464e-11, 2.752678713766193e-11, 2.3502720534042036e-11, 1.9386471109802406e-11, 1.6054047790764512e-11, 1.3483833054794183e-11, 1.0673981198922502e-11, 9.055461212399144e-12, 7.0337538125588144e-12, 4.828629424482733e-12, 4.4814246137344e-12, 3.766700077503672e-12, 3.318958828288528e-12, 1.8760929600390032e-12, 1.7983860119045613e-12, 1.5729991601448589e-12, 1.1793480097686935e-12, 9.280267456322006e-13, 8.512442195140929e-13, 5.706621591943304e-13, 4.77253075620801e-13, 3.8496371414777794e-13, 3.131793852096436e-13, 2.7546570292753504e-13, 2.2195142528207992e-13, 2.107835355098684e-13, 1.7230321463172044e-13, 1.5807495074916642e-13, 8.994710908315686e-14, 8.410118672455727e-14, 7.101549237156135e-14, 5.97375037569166e-14, 4.7615967745952353e-14, 3.927191926045819e-14, 3.2933078985021083e-14, 2.8534977727446045e-14, 2.2018342605256785e-14, 2.0166409244083873e-14, 1.535653626939582e-14, 1.3775363110173863e-14, 9.851660605155532e-15, 9.174191735729599e-15, 7.161019280713951e-15, 4.074518295059427e-15, 3.622470499651071e-15, 2.6179431661489656e-15, 2.3504791750487583e-15, 2.0075696478134287e-15]"
Sphere,Helios-MP,2,2.129397313387887e-15,3.0476768016815186,19800000,"[42449.44351681559, 13030.978566160644, 4979.362307327642, 3289.8625257096405, 1846.3840400236325, 1264.2806045445552, 868.1393974377952, 601.403871204493, 409.34636641782873, 305.20287597489875, 230.90363221014994, 196.8528741569775, 143.63554564840555, 118.15532583492745, 94.73864390270758, 76.7058741407186, 40.61934365116958, 33.80628597859592, 24.05532841535261, 17.70623023369362, 14.473265712576115, 12.66738506874519, 10.605928210227814, 8.104735426717927, 7.429740024757458, 6.4219039511085825, 5.08919066194389, 4.730150301935415, 4.104103572681627, 3.0773854168263, 2.7343596093341302, 1.5501627302777652, 1.3438527083956826, 1.1802802507043006, 0.9164656645681151, 0.7098392189100382, 0.5328913193741984, 0.45449049256166135, 0.38706179004373065, 0.338371591085824, 0.29957847464018794, 0.2723395197369232, 0.24772669438224082, 0.20138555057597524, 0.16370658500627025, 0.1493422364259605, 0.0858890033044978, 0.06388608950503262, 0.056998923002885594, 0.05148818231456021, 0.03972410544734347, 0.032316521115918186, 0.02983099228401801, 0.026509445807270368, 0.01980821156900269, 0.018374961857745627, 0.016355911775692924, 0.014847610848543906, 0.013374662043705056, 0.012302456291761467, 0.009718065472279833, 0.005615440908098411, 0.005358613940978786, 0.004593250540796308, 0.004214627328683293, 0.00367406530212716, 0.0032550195767930053, 0.0027965726682657047, 0.002509758394240639, 0.0023642139632267245, 0.0020089556269012516, 0.0015592963985618328, 0.0014120736446808133, 0.0012697232751376008, 0.0011648816693563186, 0.0009413298869506676, 0.0005242373628298449, 0.00041118671431663765, 0.0003697285006006572, 0.0003240411570412697, 0.0002748792920391138, 0.0002516725943516434, 0.00022589904194090496, 0.0001848359699653234, 0.0001312780017569392, 0.0001027515905384121, 7.496254747971646e-05, 5.927464408785467e-05, 4.8473511163223214e-05, 4.224442431372624e-05, 3.595187532365538e-05, 1.6104559852091133e-05, 1.5006642500919435e-05, 1.2358589824852922e-05, 1.0104805273527578e-05, 8.16346566238844e-06, 7.0435143045695685e-06, 6.214012665907772e-06, 4.881829573413093e-06, 3.4814702767921035e-06, 2.6571205762279976e-06, 2.3153160373441005e-06, 1.8395143445103768e-06, 1.5564264765682993e-06, 1.3266044532060955e-06, 1.0916538544602582e-06, 6.144636051962592e-07, 5.321690860842327e-07, 3.157931519562961e-07, 2.5664310539817927e-07, 2.151523968363646e-07, 1.6065282183298069e-07, 1.242627636712237e-07, 1.0854619599058373e-07, 9.265969023607539e-08, 7.637053784797477e-08, 6.694379993892271e-08, 5.769464124554847e-08, 4.958826140556908e-08, 3.7935165790154643e-08, 3.110965833750173e-08, 1.8171524389973462e-08, 1.7506512705514298e-08, 1.188101647758644e-08, 1.0348210059005012e-08, 7.572217243390654e-09, 7.270893176813463e-09, 5.1251866766024895e-09, 4.486713709099374e-09, 3.929810662892043e-09, 3.435032539683005e-09, 2.9013566412302057e-09, 2.4388473030448254e-09, 2.177639472039885e-09, 1.6750432384549056e-09, 1.464700083853751e-09, 7.966600642714028e-10, 6.832824327083937e-10, 5.825278150092137e-10, 5.243232343300239e-10, 4.177606541625788e-10, 3.8641631829245296e-10, 3.326075561202534e-10, 2.809191253659048e-10, 1.994688676255962e-10, 1.687835997342258e-10, 1.3028240753052722e-10, 9.330079834736416e-11, 7.635286719109995e-11, 6.669216729360173e-11, 6.192151983234347e-11, 3.206371352866767e-11, 2.409222766924827e-11, 1.6502864052562068e-11, 1.391578847035229e-11, 1.1530224111153391e-11, 8.720475445388891e-12, 6.914778453417336e-12, 5.958675406659588e-12, 4.65239347689963e-12, 3.828191164507766e-12, 3.4791269406421564e-12, 2.6053156771747616e-12, 1.7124488193362965e-12, 1.6340750882768323e-12, 1.3429324219920157e-12, 7.296724235916701e-13, 6.776746271427447e-13, 5.736721702045791e-13, 4.972936963147225e-13, 4.1633578967770393e-13, 3.642937908601521e-13, 3.2136486273544884e-13, 2.9229791961484847e-13, 2.3335209398434127e-13, 2.0466766979913544e-13, 1.6196293133536033e-13, 1.569541174843347e-13, 1.2520871421229496e-13, 1.131641643889758e-13, 1.0796152213517011e-13, 6.764294519188457e-14, 5.970690589486124e-14, 5.506404915047801e-14, 4.603977575963359e-14, 4.223958137800889e-14, 3.159797159723943e-14, 2.682266594919927e-14, 1.979125216821126e-14, 1.861950171756291e-14, 1.2213543992951384e-14, 1.1493693747992391e-14, 9.789844629572677e-15, 8.914446424969482e-15, 7.811922937719135e-15, 7.270140378657217e-15, 4.282192842684325e-15, 3.993626642190072e-15, 3.330928642910191e-15, 2.820929594544081e-15, 2.129397313387887e-15]"
Sphere,Helios-MP,3,5.629449224442664e-15,3.0064029693603516,19800000,"[41772.49117241759, 14791.668497157474, 7753.752631404801, 4191.216427791423, 2197.4569356606953, 1681.0104523977943, 1013.754086639364, 611.5282431724967, 413.3384838655477, 303.5900432944304, 229.83891494565577, 161.72140066779582, 135.62242911619012, 110.36680500698664, 88.57660450651, 75.45290226547294, 41.82671558035105, 35.19409578088566, 30.029317789429577, 23.537698747405834, 19.802406407659984, 17.61217939129078, 15.043553533563529, 12.056878427232057, 10.610234193229179, 9.455289648692153, 8.370386331339663, 7.009278160977028, 5.876675709458227, 4.446450299504368, 3.8479253179660304, 2.161824200718404, 1.85941120998802, 1.5938236217592299, 1.3776240487146163, 1.13917735971695, 1.0191531644293326, 0.8515422425190421, 0.7213951392291504, 0.6331891085065655, 0.5197982115624085, 0.46891223665173754, 0.40434810508825597, 0.33124926955013234, 0.28445318314226375, 0.26440831767275247, 0.16543227052629622, 0.14458727641275193, 0.10993442396504051, 0.08770909770342052, 0.08132160376854594, 0.06245375561691333, 0.037480384851280704, 0.03266938433041464, 0.029047036811167853, 0.02710726943989561, 0.023386296376483318, 0.02104841213000501, 0.018654207077286156, 0.016551403547097145, 0.012431401543691798, 0.008050133215220485, 0.006284531188555325, 0.0055070998908474215, 0.004750348814568712, 0.004110686026232355, 0.0037781641966583195, 0.0035369260429865337, 0.0033215542359148857, 0.0026489638844429493, 0.00224386370037311, 0.0012603855236411035, 0.0011631107365788647, 0.0010450448896619968, 0.0009447560958100414, 0.0008526915370546521, 0.0004963962553295908, 0.0003913102995406982, 0.00037021083531954286, 0.00036077235202435626, 0.0003362598388814905, 0.0002719303340537188, 0.00021797367456849185, 0.00017379326256161925, 0.00013816912337136133, 0.00011120809559845782, 9.12796239095881e-05, 6.928032247793708e-05, 5.572200490342327e-05, 4.5937844495064465e-05, 3.519307422761836e-05, 1.9280567366170062e-05, 1.7288618840930832e-05, 1.514591903805104e-05, 1.3140008324850498e-05, 1.0874870164280728e-05, 8.730215376877641e-06, 7.361148462135778e-06, 6.552803412300729e-06, 5.066695296960141e-06, 4.246317232789818e-06, 3.4985834637065603e-06, 2.7062295080823095e-06, 2.2862280009610836e-06, 1.9646811277324957e-06, 1.6203696859782814e-06, 8.579841364477861e-07, 7.219865442879504e-07, 6.771556578513747e-07, 4.184260698325586e-07, 3.241641927689105e-07, 2.841967264318857e-07, 2.2662739376335785e-07, 1.8531884410744159e-07, 1.4795937223040255e-07, 1.2433783051081532e-07, 1.01679992453233e-07, 7.629416687602408e-08, 6.949062951083771e-08, 5.994977322512533e-08, 4.580268048478518e-08, 2.575307742530043e-08, 2.4300153846584852e-08, 2.1057584759705418e-08, 1.6794027461220137e-08, 1.3495175552195784e-08, 1.1124414456314439e-08, 7.655719798082972e-09, 5.560512610239546e-09, 5.126274423616025e-09, 3.8892197807522895e-09, 2.678610960700359e-09, 2.406563804793944e-09, 2.1286850643334925e-09, 1.725097956024406e-09, 1.3228142871530439e-09, 7.324445498947471e-10, 7.16257223836825e-10, 4.850357225653446e-10, 4.105667368222022e-10, 3.788412865426644e-10, 3.176809625599682e-10, 1.6601904807649914e-10, 1.3271764597389385e-10, 1.2842453975079257e-10, 1.1624101147212038e-10, 9.049373371537833e-11, 8.144759960680967e-11, 7.409453142805743e-11, 6.374459152615918e-11, 5.81057549090984e-11, 3.035699383765757e-11, 2.8322065938317997e-11, 1.8670331913485102e-11, 1.7997173021372188e-11, 1.54067148868375e-11, 1.3271368232019995e-11, 1.190217596133937e-11, 9.449757521177666e-12, 7.906875329614275e-12, 6.630532231066494e-12, 5.253316306944362e-12, 4.372813198323624e-12, 3.523679239694679e-12, 3.0662174858724826e-12, 2.451097237204356e-12, 1.456281887558665e-12, 1.3479315132179229e-12, 9.958628069453987e-13, 9.22178558668196e-13, 7.448823409276733e-13, 6.852733114944231e-13, 5.577127592567246e-13, 5.2958301718891e-13, 4.259351975300859e-13, 3.6672350714950185e-13, 3.5430162724073337e-13, 2.783610081142165e-13, 2.667212982686213e-13, 2.0689973985588865e-13, 1.9549303632719395e-13, 1.1415850428526953e-13, 1.0791446022131491e-13, 8.605069926457885e-14, 8.024941576006003e-14, 6.424214401197625e-14, 5.726147166510737e-14, 4.89494598892231e-14, 3.911699173559719e-14, 3.590475767897411e-14, 3.149124784159873e-14, 2.569157064937916e-14, 2.0970386853518616e-14, 1.878578029811397e-14, 1.5779694515921843e-14, 1.4749178053270546e-14, 9.286804344855308e-15, 8.49730126073878e-15, 7.500992084957542e-15, 6.622245127177576e-15, 5.629449224442664e-15]"
Sphere,Helios-MP,4,8.966247320993765e-16,3.0392777919769287,19800000,"[39723.88678213407, 13040.867612476688, 5711.745073321246, 3327.5195576022616, 1832.5505326671264, 1245.466082742727, 806.8385196294525, 594.1966337078054, 357.46207398899753, 262.8662557242066, 186.5180924007715, 136.26453461720743, 103.36227203470952, 79.86546371558661, 63.73108238255606, 42.85087585287374, 23.140455869990802, 18.05699260251497, 15.242691630058792, 12.821869657905715, 10.422384541357548, 6.39769392824155, 5.088946889882113, 3.993625198620815, 3.3791911125189915, 2.9324213476353074, 2.654959021493992, 2.2101142543375474, 1.7533268990604916, 1.4849188470297334, 0.9358165301686504, 0.5483738209174578, 0.4675844799877312, 0.4020391009863383, 0.31299755261820533, 0.2891281667190523, 0.2438373552557973, 0.22469303331861581, 0.196151262588084, 0.17355324085472343, 0.1576035285026642, 0.12912508467363787, 0.11821645422263813, 0.10740335281061025, 0.08601863769472298, 0.06919267896618103, 0.03688920555361518, 0.032746784344482444, 0.02920587262183536, 0.024339643209785298, 0.0224445316966576, 0.020562931991994715, 0.018745528829483608, 0.016380406906223558, 0.01443941610616049, 0.01193441702829299, 0.010383234001781585, 0.008418697350354777, 0.007333809684765626, 0.006291191198119175, 0.005515024670740433, 0.0029609413743215264, 0.002523092346672558, 0.0020718724030839883, 0.0018388145852618284, 0.0017561810313874472, 0.0012544048470053228, 0.0011034948199448945, 0.0009344057526414478, 0.0007639780832611762, 0.0006849136205175588, 0.0006441879894041898, 0.0005537653790676286, 0.00044344039722907615, 0.00037068867154482234, 0.0002746321618783959, 0.00014290261661417057, 0.00012985792917790046, 0.00011985987483479508, 0.0001009502206627086, 8.762907639265401e-05, 7.101061701214498e-05, 5.791950192953898e-05, 4.9132966732910225e-05, 3.972584259235464e-05, 2.7695601121388565e-05, 2.328029333316127e-05, 1.7031205894336675e-05, 1.4093233083502147e-05, 1.0347225072247678e-05, 8.79115396210907e-06, 4.759359178932866e-06, 4.185455900744332e-06, 3.673239729002758e-06, 3.0771519425961976e-06, 2.538731408038558e-06, 2.0712298504300236e-06, 1.5398640270365062e-06, 1.381908936196342e-06, 1.1054856821521502e-06, 9.611512526519778e-07, 8.309396581655166e-07, 7.113024012319539e-07, 4.610227139336081e-07, 4.059809730531328e-07, 3.5920165910041165e-07, 2.0806033196971197e-07, 1.8892449992301907e-07, 1.674429116700343e-07, 1.3131023769018692e-07, 1.0542780745542738e-07, 8.90639180257119e-08, 7.153441375589044e-08, 5.2029265532514464e-08, 4.464016817654458e-08, 3.8520553879809024e-08, 3.1094593371013845e-08, 2.6415554523542078e-08, 2.2261971795329218e-08, 1.923017382410794e-08, 1.5761912866948456e-08, 8.458039703436762e-09, 8.140616641420621e-09, 6.110991296742514e-09, 5.585394830767649e-09, 4.610674155955525e-09, 3.1275733108666163e-09, 2.592967764870852e-09, 2.3857210433753055e-09, 2.0357325803927274e-09, 1.6058796477836429e-09, 1.5095428545893997e-09, 1.2302663295047758e-09, 9.659157507634668e-10, 8.273195898902957e-10, 7.035893396038576e-10, 3.094774827820051e-10, 3.0122284052127935e-10, 2.2997482458315192e-10, 1.9430226371678962e-10, 1.2498026041956062e-10, 1.1175969077564421e-10, 1.0131609817008166e-10, 7.911948003918951e-11, 6.305460991741624e-11, 5.0119509145506386e-11, 4.001667932746737e-11, 3.5457964620613535e-11, 3.2951559200323074e-11, 2.5894780303454194e-11, 2.225569192611771e-11, 1.446618639101724e-11, 7.265159146699468e-12, 7.265159146699468e-12, 5.7115107158765114e-12, 4.5115648559802535e-12, 3.686673627969201e-12, 2.849832257090333e-12, 2.296625572491085e-12, 2.0264149449105387e-12, 1.6677066107783221e-12, 1.4765686674945332e-12, 1.3136978751698268e-12, 1.0168753732002533e-12, 9.390428739362795e-13, 8.277628757716493e-13, 4.338861383316691e-13, 4.256810270905381e-13, 3.1954045374960303e-13, 2.5457049058800757e-13, 2.092722913973686e-13, 1.5623359226738325e-13, 1.2648611076612387e-13, 1.0570473776974805e-13, 9.517563365032921e-14, 7.962023956578055e-14, 6.784922275601884e-14, 6.256593997437225e-14, 4.907762891742203e-14, 4.575991686007658e-14, 3.62214397733893e-14, 2.266925803215965e-14, 1.8526481182262273e-14, 1.613323847906404e-14, 1.417020837028854e-14, 1.1695227878997766e-14, 9.278146849816322e-15, 7.093628078309663e-15, 6.334250387973492e-15, 5.167350349707365e-15, 4.473210387739331e-15, 3.87224189246615e-15, 3.752146757539088e-15, 3.147037112797825e-15, 2.9441199831054064e-15, 2.625309687963141e-15, 1.6044167485001707e-15, 1.399492764571399e-15, 1.2567528608414849e-15, 1.029922060507402e-15, 8.966247320993765e-16]"
Sphere,Helios-MP,5,1.9886462940663523e-15,3.043644905090332,19800000,"[37421.51510489602, 10741.806428684555, 5356.69884877904, 3166.182959263418, 1992.9219170972428, 1362.7823437982831, 950.9558766860602, 640.3379999360959, 485.54393115957186, 327.038646812667, 211.8198405115812, 178.7178478467938, 135.34601641537517, 90.62397253528007, 73.46580129666513, 63.48190013046294, 35.98558409694992, 31.0773646256599, 26.156039003247542, 21.86369557461969, 16.944274213504443, 15.3800816069012, 11.982129246372388, 9.589207714843875, 7.909039059060397, 6.254586557563618, 5.190133468182497, 4.53080468238407, 3.869659788350466, 3.2273380431651253, 2.646380666978179, 1.4037685093089214, 1.2974830575847454, 1.1357037904484324, 0.9656812492288358, 0.8105774607920325, 0.7257433855448974, 0.6437180537800811, 0.48829703692643445, 0.4322066821139775, 0.35216446781724603, 0.2866105088774652, 0.23856407107351615, 0.18707051690653692, 0.16474474853759313, 0.1444963790110081, 0.08974596149241827, 0.07741605312496105, 0.06259700556543722, 0.05509014368217488, 0.04888246445806224, 0.041932239165734034, 0.03174506413763757, 0.02445307708682001, 0.020061774012146222, 0.01843365360221941, 0.016057896770194167, 0.014900478019317473, 0.013408806177609353, 0.011570812176968365, 0.009797243993975543, 0.006038954136115736, 0.005101103304685054, 0.004426647808484805, 0.003926289638142169, 0.0035020827603745503, 0.0030473055119787052, 0.002440759145876506, 0.002311024286983463, 0.0020100504064821372, 0.00155516499956842, 0.0013320248511612242, 0.0011122955431033536, 0.0008040457439944767, 0.0007529721707726304, 0.0006374505235856723, 0.00038249965035138934, 0.0003694540055144026, 0.00034439651547222747, 0.00028761129827552587, 0.0002796323832083231, 0.000235575667726054, 0.0002108120439417284, 0.00015567938922874059, 0.00012966083105962162, 0.00011451935658009509, 8.30507477797687e-05, 6.968416571077284e-05, 5.705928598290895e-05, 4.693192535400869e-05, 3.7460136497785125e-05, 2.1642964401261592e-05, 2.07902044014166e-05, 1.7440289982777315e-05, 1.0577896894067272e-05, 9.295981604188644e-06, 8.311009177243694e-06, 6.144111933825865e-06, 4.79631177360054e-06, 3.983101499585248e-06, 3.5189835710111286e-06, 2.939325653311542e-06, 1.983574665414812e-06, 1.7046073167405406e-06, 1.5480914115683444e-06, 1.2684314631275368e-06, 6.768168880475317e-07, 5.800811719128615e-07, 4.756397295108612e-07, 3.8428649435888034e-07, 3.180551322033392e-07, 2.3306042954673252e-07, 2.0089544803206727e-07, 1.6063072064391042e-07, 1.3416823245583497e-07, 1.1343184355355136e-07, 9.485824198827707e-08, 7.66568773918426e-08, 6.694637978170232e-08, 4.614518777905168e-08, 4.0445650849563986e-08, 2.2085785258503627e-08, 1.987592338404925e-08, 1.8216426810641083e-08, 1.4609076809415959e-08, 1.1387009519097166e-08, 9.394857665280465e-09, 8.41910310336841e-09, 7.1814645291968575e-09, 5.981332478501676e-09, 5.368627791077888e-09, 4.916049780971532e-09, 4.321490529532025e-09, 3.3557067023286987e-09, 2.865800644273153e-09, 2.7669309172146736e-09, 1.7094126475905147e-09, 1.4527358811369725e-09, 1.1984193919285663e-09, 1.1437909485893396e-09, 7.347264189277768e-10, 6.324370605759348e-10, 5.050018277971949e-10, 3.5401092439867463e-10, 3.1193165596953117e-10, 2.5271266646694074e-10, 1.9843529623505905e-10, 1.4884839572720378e-10, 8.280595820076607e-11, 6.386091553087213e-11, 5.832038046889177e-11, 3.1914082600751914e-11, 2.863403055479844e-11, 2.1388823443461258e-11, 1.4433107189529987e-11, 1.2273426593417523e-11, 1.0316962158048797e-11, 8.7507675869462e-12, 7.879240712956168e-12, 6.901860673855087e-12, 6.284919938182568e-12, 5.091854569793936e-12, 3.0632276199724995e-12, 2.684151642765908e-12, 2.362519911398394e-12, 1.8793676364255422e-12, 1.0663529739704012e-12, 1.0261227835686297e-12, 8.148527937721537e-13, 7.85330893010678e-13, 5.261726277354895e-13, 4.952792252361247e-13, 3.9214921177880135e-13, 3.6391725657287384e-13, 2.974902394645793e-13, 2.6774274013758205e-13, 2.2910236016023487e-13, 1.7137883951235848e-13, 1.673961891641657e-13, 1.3900012384345768e-13, 1.3196605408703913e-13, 7.22194946085942e-14, 6.951050580605344e-14, 5.6635144892533374e-14, 5.113720710039298e-14, 4.356779519715692e-14, 3.502270185084835e-14, 3.330425173431861e-14, 2.3782819909051082e-14, 2.091166510575037e-14, 1.621338156977185e-14, 1.4369184116576468e-14, 1.1186978293770065e-14, 9.293989901094783e-15, 8.191728167649526e-15, 6.907195265190963e-15, 3.630926291122625e-15, 3.457160140714751e-15, 2.84705580645632e-15, 2.488221090696627e-15, 1.9886462940663523e-15]"
Sphere,Parallel-PSO,1,1.584532149934148e-08,0.2180478572845459,10000000,"[39784.5078125, 14238.3095703125, 14238.3095703125, 10158.4619140625, 8897.1953125, 6989.08203125, 5656.033203125, 4549.73486328125, 3015.23291015625, 2148.986328125, 2079.50537109375, 1842.9696044921875, 1456.4254150390625, 1410.7099609375, 1099.48974609375, 807.2734375, 796.4027099609375, 739.0343627929688, 706.8782958984375, 613.6061401367188, 613.6061401367188, 449.84112548828125, 426.62042236328125, 333.34271240234375, 317.2852783203125, 252.59547424316406, 183.75509643554688, 148.49932861328125, 137.72897338867188, 113.59927368164062, 113.59927368164062, 90.2648696899414, 76.12657928466797, 70.89369201660156, 63.11831283569336, 55.35005187988281, 53.611854553222656, 43.960777282714844, 38.91753005981445, 35.05660629272461, 35.05660629272461, 31.938186645507812, 30.710918426513672, 19.189727783203125, 13.785417556762695, 13.785417556762695, 10.667303085327148, 8.852015495300293, 8.464014053344727, 7.417254447937012, 6.536660194396973, 4.254127502441406, 3.396152973175049, 3.391878604888916, 3.1526474952697754, 2.4364280700683594, 1.6206753253936768, 1.6206753253936768, 1.6206753253936768, 1.4358727931976318, 1.2736082077026367, 1.1607191562652588, 1.038135290145874, 0.8795857429504395, 0.8089983463287354, 0.7012988328933716, 0.6125086545944214, 0.5858736038208008, 0.549687922000885, 0.3794577717781067, 0.18703150749206543, 0.18703150749206543, 0.18703150749206543, 0.18703150749206543, 0.17295780777931213, 0.1397312879562378, 0.1397312879562378, 0.1223699301481247, 0.10195553302764893, 0.08934807032346725, 0.0690067932009697, 0.06400954723358154, 0.06400954723358154, 0.06400954723358154, 0.053329478949308395, 0.03591995686292648, 0.029747432097792625, 0.029747432097792625, 0.02369164489209652, 0.021694369614124298, 0.021694369614124298, 0.016317293047904968, 0.013696323148906231, 0.011132815852761269, 0.008808840066194534, 0.007328773848712444, 0.0069040171802043915, 0.006000317167490721, 0.004956474527716637, 0.0031771238427609205, 0.0031771238427609205, 0.0031771238427609205, 0.0028556645847857, 0.0028556645847857, 0.0028556645847857, 0.00284370593726635, 0.0019213223131373525, 0.0017770470585674047, 0.0017770470585674047, 0.0015793379861861467, 0.001446966314688325, 0.0012155381264165044, 0.0011026764987036586, 0.0010513343149796128, 0.0008728870889171958, 0.0008488784660585225, 0.00075151352211833, 0.0006446521729230881, 0.000550318043678999, 0.0005282473866827786, 0.00046747439773753285, 0.0003992899728473276, 0.0003992899728473276, 0.00023439367942046374, 0.00023439367942046374, 0.00023439367942046374, 0.00021791542530991137, 0.00020340750052127987, 0.0001953673199750483, 0.00017537028179503977, 0.00011091377382399514, 9.259213402401656e-05, 7.519574137404561e-05, 6.404481246136129e-05, 6.404481246136129e-05, 6.0106955061201006e-05, 5.7102392020169646e-05, 4.6269655285868794e-05, 4.401515980134718e-05, 3.8400463381549343e-05, 3.248644861741923e-05, 2.943234176200349e-05, 2.616806341393385e-05, 2.2329570128931664e-05, 2.0898651200695895e-05, 2.0183295418974012e-05, 1.548971704323776e-05, 1.1428561265347525e-05, 1.1428561265347525e-05, 8.84235487319529e-06, 8.72847067512339e-06, 7.547877430624794e-06, 6.739868240401847e-06, 5.580360721069155e-06, 5.410034191299928e-06, 4.468512543098768e-06, 3.536928034009179e-06, 3.536928034009179e-06, 3.536928034009179e-06, 3.536928034009179e-06, 3.242708089601365e-06, 2.3956758923304733e-06, 2.234479325124994e-06, 1.7644658782955958e-06, 1.3519977528630989e-06, 9.635799642637721e-07, 9.163342724605172e-07, 8.438129839305475e-07, 6.364352884702384e-07, 5.522630885934632e-07, 5.522630885934632e-07, 5.424685696198139e-07, 4.3574752339736733e-07, 4.3574752339736733e-07, 3.7924905882391613e-07, 3.0372234505193774e-07, 2.8546520525196684e-07, 2.629111008900509e-07, 2.563215275586117e-07, 2.2550347011929261e-07, 1.9226371250624652e-07, 1.659007011767244e-07, 1.5266913067080168e-07, 1.3714803515085805e-07, 9.96976510236891e-08, 9.96976510236891e-08, 9.96976510236891e-08, 9.712953641383137e-08, 7.634087495489439e-08, 6.168775712467323e-08, 5.9446307432153844e-08, 5.514740308854016e-08, 4.120568064536201e-08, 3.5914553109250846e-08, 3.1160816149622406e-08, 2.0861619987044833e-08, 2.0861619987044833e-08, 2.0529567379412583e-08, 1.9373686654944322e-08, 1.584532149934148e-08]"
