ablation_type,function,dimensions,run_id,final_fitness,total_evaluations,improvement_ratio,local_search_calls,plateau_escapes,basin_searches,final_exploration_scale,final_exploitation_scale,runtime_seconds
baseline,Sphere,10,1,2.4999999999999997e-16,3794,4.396335242563494e+19,1,0,0,0.17,0.005,2.046234607696533
baseline,Sphere,10,2,2.4999999999999977e-16,3413,2.988869804529802e+19,1,0,0,0.17,0.005,2.2588083744049072
baseline,Sphere,10,3,2.5e-16,3520,5.305751291979189e+19,1,0,0,0.17,0.005,2.1225433349609375
baseline,Sphere,10,4,2.4093795146485894e-16,4841,4.959945154283843e+19,3,0,0,0.17,0.005,2.5121114253997803
baseline,Sphere,10,5,1.9632609248219478e-16,6912,4.672323191022419e+19,3,0,0,0.17,0.005,3.063154458999634
baseline,Sphere,10,6,2.467006693498231e-16,6365,4.538873348336504e+19,3,0,0,0.17,0.005,2.8868987560272217
baseline,Sphere,10,7,2.5000001199420863e-16,4765,4.694065768849518e+19,1,0,0,0.17,0.005,2.1521449089050293
baseline,Sphere,10,8,0.00046577599154561393,4960,30501137.597613774,0,0,0,0.17,0.005,1.462228536605835
baseline,Sphere,10,9,2.471182499081417e-16,4418,3.0352400894811656e+19,3,0,0,0.17,0.005,1.8345749378204346
baseline,Sphere,10,10,2.4401123730169937e-16,4398,3.991164597417226e+19,3,0,0,0.17,0.005,1.8750815391540527
no_local_search,Sphere,10,1,5.325932323667152e-06,3858,2063645844.2342787,0,0,0,0.0234,0.009330000000000001,4.451274156570435
no_local_search,Sphere,10,2,5.71006391776728e-06,3475,1308597350.0356596,0,0,0,0.06620000000000001,0.00719,4.330050230026245
no_local_search,Sphere,10,3,1.2298420641474273e-06,3281,10785432224.700605,0,0,0,0.032400000000000005,0.00888,4.471998453140259
no_local_search,Sphere,10,4,8.670167459349343e-05,2530,137833442.139869,0,0,0,0.17,0.005,2.586038589477539
no_local_search,Sphere,10,5,2.4624783805659436e-07,5034,37251046025.28738,0,0,0,0.031000000000000003,0.00895,4.566130638122559
no_local_search,Sphere,10,6,8.176327043564394e-07,4424,13694940126.080704,0,0,0,0.0394,0.00853,4.636721849441528
no_local_search,Sphere,10,7,1.6041672181837072e-06,5028,7315425008.14023,0,0,0,0.1012,0.00544,4.526127099990845
no_local_search,Sphere,10,8,0.00046577599154561393,2144,30501137.597613774,0,0,0,0.17,0.005,1.4354333877563477
no_local_search,Sphere,10,9,1.0803311573420386e-05,3100,694290092.3167053,0,0,0,0.0488,0.008060000000000001,4.335188865661621
no_local_search,Sphere,10,10,0.0003573098629959809,2133,27256146.906346966,0,0,0,0.17,0.005,1.5016980171203613
no_surrogate,Sphere,10,1,2.2845789018281305e-16,73297,4.810881382828938e+19,3,0,0,0.17,0.005,1.070141077041626
no_surrogate,Sphere,10,2,2.4837753412058413e-16,78785,3.0083938701544776e+19,3,0,0,0.17,0.005,1.2050752639770508
no_surrogate,Sphere,10,3,2.235940789201933e-16,78794,5.932347714217595e+19,3,0,0,0.17,0.005,1.1379141807556152
no_surrogate,Sphere,10,4,2.4991301084349076e-16,67564,4.781819965346269e+19,2,0,0,0.17,0.005,0.9733026027679443
no_surrogate,Sphere,10,5,2.5000000054549324e-16,65433,3.6691958116233974e+19,1,0,0,0.17,0.005,0.9679646492004395
no_surrogate,Sphere,10,6,2.3453735184698917e-16,78877,4.7742633926352265e+19,3,0,0,0.17,0.005,1.1450014114379883
no_surrogate,Sphere,10,7,2.1531176977688974e-16,84328,5.4503128172231565e+19,3,0,0,0.17,0.005,1.1789186000823975
no_surrogate,Sphere,10,8,2.26158870542593e-16,73322,6.281733532588624e+19,3,0,0,0.17,0.005,1.1238653659820557
no_surrogate,Sphere,10,9,2.420968755496177e-16,73265,3.0981945440675123e+19,3,0,0,0.17,0.005,1.0475025177001953
no_surrogate,Sphere,10,10,2.449606507380799e-16,73265,3.975695724011735e+19,3,0,0,0.17,0.005,1.0647385120391846
no_escape_mechanisms,Sphere,10,1,2.4999999999999997e-16,4218,4.396335242563494e+19,1,0,0,0.17,0.005,2.026714324951172
no_escape_mechanisms,Sphere,10,2,2.494897800116747e-16,4789,2.9949822036697633e+19,2,0,0,0.17,0.005,2.6837971210479736
no_escape_mechanisms,Sphere,10,3,2.5e-16,2450,5.305751291979189e+19,1,0,0,0.17,0.005,2.1489436626434326
no_escape_mechanisms,Sphere,10,4,2.4093795146485894e-16,4027,4.959945154283843e+19,3,0,0,0.17,0.005,2.401209592819214
no_escape_mechanisms,Sphere,10,5,2.389945007961095e-16,7206,3.838159254090683e+19,3,0,0,0.17,0.005,2.758070468902588
no_escape_mechanisms,Sphere,10,6,2.467006693498231e-16,5648,4.538873348336504e+19,3,0,0,0.17,0.005,2.8193962574005127
no_escape_mechanisms,Sphere,10,7,2.5000001199420863e-16,4081,4.694065768849518e+19,1,0,0,0.17,0.005,2.0919837951660156
no_escape_mechanisms,Sphere,10,8,0.00046577599154561393,4455,30501137.597613774,0,0,0,0.17,0.005,1.377218246459961
no_escape_mechanisms,Sphere,10,9,2.471182499081417e-16,3716,3.0352400894811656e+19,3,0,0,0.17,0.005,1.8319299221038818
no_escape_mechanisms,Sphere,10,10,2.4401123730169937e-16,3697,3.991164597417226e+19,3,0,0,0.17,0.005,1.8239610195159912
no_population_decay,Sphere,10,1,2.499999985007815e-16,6905,4.396335268927762e+19,1,0,0,0.17,0.005,2.4663500785827637
no_population_decay,Sphere,10,2,2.139058615278286e-16,7713,3.493206992063838e+19,3,0,0,0.17,0.005,3.4370791912078857
no_population_decay,Sphere,10,3,2.5e-16,3451,5.305751291979189e+19,1,0,0,0.17,0.005,2.5409255027770996
no_population_decay,Sphere,10,4,0.0008530377486333982,4858,14009216.201342845,0,0,0,0.17,0.005,1.1801230907440186
no_population_decay,Sphere,10,5,2.5000001257724473e-16,5553,3.669195635035998e+19,1,0,0,0.17,0.005,2.801403522491455
no_population_decay,Sphere,10,6,2.500000000000001e-16,2284,4.478972372514751e+19,1,0,0,0.17,0.005,1.662783145904541
no_population_decay,Sphere,10,7,2.5e-16,2254,4.694065994055934e+19,1,0,0,0.17,0.005,1.2650690078735352
no_population_decay,Sphere,10,8,2.499999920905685e-16,6753,5.6826792229061526e+19,1,0,0,0.17,0.005,3.0690202713012695
no_population_decay,Sphere,10,9,2.404015668148765e-16,6322,3.120042971854715e+19,3,0,0,0.17,0.005,2.78985595703125
no_population_decay,Sphere,10,10,0.00048328863315259536,4930,20151291.482641116,0,0,0,0.17,0.005,1.424072265625
no_diversity_restart,Sphere,10,1,2.4999999999999997e-16,3794,4.396335242563494e+19,1,0,0,0.17,0.005,1.8927576541900635
no_diversity_restart,Sphere,10,2,2.4999999999999977e-16,3413,2.988869804529802e+19,1,0,0,0.17,0.005,2.2608633041381836
no_diversity_restart,Sphere,10,3,2.5e-16,3520,5.305751291979189e+19,1,0,0,0.17,0.005,2.1566481590270996
no_diversity_restart,Sphere,10,4,2.4093795146485894e-16,4841,4.959945154283843e+19,3,0,0,0.17,0.005,2.4464094638824463
no_diversity_restart,Sphere,10,5,1.9632609248219478e-16,6912,4.672323191022419e+19,3,0,0,0.17,0.005,3.0844297409057617
no_diversity_restart,Sphere,10,6,2.467006693498231e-16,6349,4.538873348336504e+19,3,0,0,0.17,0.005,2.803309440612793
no_diversity_restart,Sphere,10,7,2.5000001199420863e-16,4765,4.694065768849518e+19,1,0,0,0.17,0.005,2.1428122520446777
no_diversity_restart,Sphere,10,8,0.00046577599154561393,4960,30501137.597613774,0,0,0,0.17,0.005,1.4011895656585693
no_diversity_restart,Sphere,10,9,2.471182499081417e-16,4418,3.0352400894811656e+19,3,0,0,0.17,0.005,1.7699365615844727
no_diversity_restart,Sphere,10,10,2.4401123730169937e-16,4398,3.991164597417226e+19,3,0,0,0.17,0.005,1.7709479331970215
no_de_operator,Sphere,10,1,1.4708896227181205e-16,5384,7.47223852602773e+19,3,0,0,0.17,0.005,2.299955368041992
no_de_operator,Sphere,10,2,0.0011461838885992244,4843,6519176.011500564,0,0,0,0.17,0.005,1.2916781902313232
no_de_operator,Sphere,10,3,2.413155353046552e-16,4290,5.496694696096547e+19,3,0,0,0.17,0.005,1.673685073852539
no_de_operator,Sphere,10,4,2.499999999999999e-16,2424,4.780156099404812e+19,1,0,0,0.17,0.005,1.7460389137268066
no_de_operator,Sphere,10,5,0.0006556803788354383,5079,13990032.102784537,0,0,0,0.17,0.005,1.5742371082305908
no_de_operator,Sphere,10,6,0.0004956770828576544,5042,22590172.752655774,0,0,0,0.17,0.005,1.567958116531372
no_de_operator,Sphere,10,7,2.486608449979942e-16,5690,4.719345735849364e+19,2,0,0,0.17,0.005,2.0937092304229736
no_de_operator,Sphere,10,8,0.0005214121374517437,4989,27246580.175960284,0,0,0,0.17,0.005,1.5901730060577393
no_de_operator,Sphere,10,9,2.5e-16,2256,3.000252875854468e+19,1,0,0,0.17,0.005,1.2642590999603271
no_de_operator,Sphere,10,10,0.0007718343045453104,5001,12617850.825692916,0,0,0,0.17,0.005,1.5271472930908203
baseline,Sphere,30,1,7.47464064301401e-16,9818,6.9184895607469335e+19,2,0,0,0.17,0.005,4.814311981201172
baseline,Sphere,30,2,7.4575872607664155e-16,9295,8.453599889248969e+19,2,1,0,0.17,0.005,5.028371572494507
baseline,Sphere,30,3,7.306528874655229e-16,7903,8.406278635021181e+19,2,1,0,0.17,0.005,2.563072443008423
baseline,Sphere,30,4,7.221211153880622e-16,8535,1.037261326389945e+20,2,0,0,0.17,0.005,3.622830867767334
baseline,Sphere,30,5,7.260228536220376e-16,9972,6.751480730328373e+19,3,1,0,0.17,0.005,5.307740688323975
baseline,Sphere,30,6,7.331656052230411e-16,8290,7.114044493802708e+19,3,1,0,0.17,0.005,2.702148199081421
baseline,Sphere,30,7,7.500000000000012e-16,4296,8.735803948597499e+19,1,0,0,0.17,0.005,4.1528074741363525
baseline,Sphere,30,8,7.486858701671428e-16,9013,8.260044811329793e+19,2,0,0,0.17,0.005,4.5963709354400635
baseline,Sphere,30,9,7.329965766939821e-16,9646,7.877146309695691e+19,2,0,0,0.17,0.005,4.881386756896973
baseline,Sphere,30,10,7.457585890516271e-16,9437,8.695845138138512e+19,2,0,0,0.17,0.005,4.476442813873291
no_local_search,Sphere,30,1,0.0003847890405442737,4668,134393700.98971692,0,0,0,0.0398,0.00851,8.140336990356445
no_local_search,Sphere,30,2,0.0005183461315712355,4146,121624248.74394095,0,1,0,0.0856,0.00622,8.499629497528076
no_local_search,Sphere,30,3,0.0011789779266809255,2253,52096579.74521375,0,1,0,0.17,0.005,2.076402425765991
no_local_search,Sphere,30,4,0.00033962711326145073,4005,220544319.55348426,0,0,0,0.036000000000000004,0.0087,7.907926797866821
no_local_search,Sphere,30,5,0.00016944423968359246,4705,289282734.84895843,0,1,0,0.0188,0.009559999999999999,8.450698852539062
no_local_search,Sphere,30,6,0.0009507489642465939,2264,54859620.499462366,0,1,0,0.17,0.005,2.1521129608154297
no_local_search,Sphere,30,7,0.00020329355447793,5008,322285326.66830903,0,0,0,0.030600000000000002,0.00897,9.500130653381348
no_local_search,Sphere,30,8,0.00040298577838152977,4120,153458984.63283044,0,0,0,0.023200000000000002,0.00934,9.095456838607788
no_local_search,Sphere,30,9,0.0004900950273115036,4438,117812280.42239816,0,0,0,0.0166,0.00967,9.410326719284058
no_local_search,Sphere,30,10,0.0005678119046944988,4255,114210377.54252033,0,0,0,0.041600000000000005,0.00842,8.777934551239014
no_surrogate,Sphere,30,1,7.500000000000007e-16,66847,6.895096434536949e+19,1,0,0,0.17,0.005,1.1257154941558838
no_surrogate,Sphere,30,2,7.50000000000001e-16,73276,8.40579451222392e+19,1,0,0,0.17,0.005,1.373420000076294
no_surrogate,Sphere,30,3,7.500000000000014e-16,71344,8.189429010023932e+19,1,0,0,0.17,0.005,1.0543828010559082
no_surrogate,Sphere,30,4,7.229496467053484e-16,71108,1.0360725804004554e+20,2,0,0,0.17,0.005,1.109464168548584
no_surrogate,Sphere,30,5,7.412129168349197e-16,102212,6.613119111493978e+19,3,0,0,0.17,0.005,1.6365647315979004
no_surrogate,Sphere,30,6,7.500000000000004e-16,60282,6.954363649176671e+19,1,0,0,0.17,0.005,0.9226260185241699
no_surrogate,Sphere,30,7,7.479192777048077e-16,71011,8.760107082082796e+19,2,0,0,0.17,0.005,1.0950651168823242
no_surrogate,Sphere,30,8,7.499999999999998e-16,77870,8.245571782920054e+19,1,0,0,0.17,0.005,1.2283704280853271
no_surrogate,Sphere,30,9,7.499999999970781e-16,66749,7.698561705529426e+19,1,0,0,0.17,0.005,1.1598501205444336
no_surrogate,Sphere,30,10,6.610236699389291e-16,83489,9.81054309511907e+19,3,0,0,0.17,0.005,1.4907176494598389
no_escape_mechanisms,Sphere,30,1,7.47464064301401e-16,8712,6.9184895607469335e+19,2,0,0,0.17,0.005,5.253350257873535
no_escape_mechanisms,Sphere,30,2,7.500000000000003e-16,3450,8.405794512223928e+19,1,0,0,0.17,0.005,4.334933757781982
no_escape_mechanisms,Sphere,30,3,0.004311728326787455,9619,14245034.222956812,0,0,0,0.17,0.005,1.9242522716522217
no_escape_mechanisms,Sphere,30,4,7.221211153880622e-16,8057,1.037261326389945e+20,2,0,0,0.17,0.005,3.9443483352661133
no_escape_mechanisms,Sphere,30,5,7.393107941964884e-16,10067,6.630133557477127e+19,2,0,0,0.17,0.005,5.1864964962005615
no_escape_mechanisms,Sphere,30,6,7.500000000000004e-16,2094,6.954363649176671e+19,1,0,0,0.17,0.005,2.2084484100341797
no_escape_mechanisms,Sphere,30,7,7.500000000000012e-16,4076,8.735803948597499e+19,1,0,0,0.17,0.005,4.377259969711304
no_escape_mechanisms,Sphere,30,8,7.486858701671428e-16,9065,8.260044811329793e+19,2,0,0,0.17,0.005,4.917569160461426
no_escape_mechanisms,Sphere,30,9,7.272239791728867e-16,14357,7.939673944321232e+19,3,0,0,0.17,0.005,7.745226621627808
no_escape_mechanisms,Sphere,30,10,7.457585890516271e-16,9121,8.695845138138512e+19,2,0,0,0.17,0.005,5.001063346862793
no_population_decay,Sphere,30,1,7.440170083514255e-16,7829,6.950543156750147e+19,2,1,0,0.17,0.005,1.9156403541564941
no_population_decay,Sphere,30,2,7.499999999872855e-16,6232,8.405794512366433e+19,1,0,0,0.17,0.005,5.28622031211853
no_population_decay,Sphere,30,3,7.499999999999997e-16,2626,8.18942901002395e+19,1,1,0,0.17,0.005,1.696528673171997
no_population_decay,Sphere,30,4,0.0015452221761508105,10133,48473825.80461389,0,1,0,0.17,0.005,2.4421088695526123
no_population_decay,Sphere,30,5,7.499999955101812e-16,12725,6.5356391138013856e+19,2,0,0,0.17,0.005,6.990680456161499
no_population_decay,Sphere,30,6,7.422744994772443e-16,12169,7.0267437997072196e+19,2,0,0,0.17,0.005,5.524871110916138
no_population_decay,Sphere,30,7,7.499999939801157e-16,5913,8.735804018715551e+19,1,1,0,0.17,0.005,1.7633490562438965
no_population_decay,Sphere,30,8,7.259967009641349e-16,11756,8.518191376045308e+19,2,0,0,0.17,0.005,5.534722328186035
no_population_decay,Sphere,30,9,7.442333139873293e-16,7836,7.758213950662894e+19,2,1,0,0.17,0.005,2.0342977046966553
no_population_decay,Sphere,30,10,6.728570248329406e-16,12975,9.638007721536009e+19,3,0,0,0.17,0.005,6.60081672668457
no_diversity_restart,Sphere,30,1,7.47464064301401e-16,9818,6.9184895607469335e+19,2,0,0,0.17,0.005,4.797713041305542
no_diversity_restart,Sphere,30,2,7.4575872607664155e-16,9295,8.453599889248969e+19,2,1,0,0.17,0.005,5.074580907821655
no_diversity_restart,Sphere,30,3,7.306528874655229e-16,7903,8.406278635021181e+19,2,1,0,0.17,0.005,2.516191244125366
no_diversity_restart,Sphere,30,4,7.221211153880622e-16,8535,1.037261326389945e+20,2,0,0,0.17,0.005,3.6134517192840576
no_diversity_restart,Sphere,30,5,7.260228536220376e-16,9972,6.751480730328373e+19,3,1,0,0.17,0.005,5.284374237060547
no_diversity_restart,Sphere,30,6,7.331656052230411e-16,8290,7.114044493802708e+19,3,1,0,0.17,0.005,2.7503442764282227
no_diversity_restart,Sphere,30,7,7.500000000000012e-16,4296,8.735803948597499e+19,1,0,0,0.17,0.005,4.00209641456604
no_diversity_restart,Sphere,30,8,7.486858701671428e-16,9013,8.260044811329793e+19,2,0,0,0.17,0.005,4.534585475921631
no_diversity_restart,Sphere,30,9,7.329965766939821e-16,9646,7.877146309695691e+19,2,0,0,0.17,0.005,4.8853466510772705
no_diversity_restart,Sphere,30,10,7.457585890516271e-16,9437,8.695845138138512e+19,2,0,0,0.17,0.005,4.54996919631958
no_de_operator,Sphere,30,1,5.924331923327015e-16,8174,8.728954408412994e+19,3,1,0,0.17,0.005,2.529087781906128
no_de_operator,Sphere,30,2,6.232054827720816e-16,8845,1.0115998749121356e+20,3,0,0,0.17,0.005,3.777155876159668
no_de_operator,Sphere,30,3,7.500000000000007e-16,3120,8.189429010023938e+19,1,1,0,0.17,0.005,3.519556999206543
no_de_operator,Sphere,30,4,7.500000000000004e-16,2858,9.9870440794881e+19,1,1,0,0.17,0.005,3.3393101692199707
no_de_operator,Sphere,30,5,6.929054248660073e-16,8961,7.074167887998698e+19,3,1,0,0.17,0.005,4.091850757598877
no_de_operator,Sphere,30,6,7.118284193333815e-16,8662,7.327289266937406e+19,2,1,0,0.17,0.005,3.8699536323547363
no_de_operator,Sphere,30,7,7.489581555073817e-16,8430,8.747955961584506e+19,2,1,0,0.17,0.005,3.9391086101531982
no_de_operator,Sphere,30,8,7.500000000000002e-16,3156,8.24557178292005e+19,1,1,0,0.17,0.005,3.564697742462158
no_de_operator,Sphere,30,9,0.0001603176310792557,10458,360155102.10914606,0,1,0,0.17,0.005,3.3934884071350098
no_de_operator,Sphere,30,10,7.078325113409946e-16,10978,9.161773579096754e+19,2,1,0,0.17,0.005,3.4061686992645264
baseline,Rosenbrock,10,1,2.3610847518445195e-11,3545,4.285452766013075e+17,2,2,0,0.17,0.005,1.865443468093872
baseline,Rosenbrock,10,2,2.736472678607526e-11,3777,3.552568275646315e+17,18,1,0,0.0296,0.00902,2.957540988922119
baseline,Rosenbrock,10,3,2.1820083279654577e-11,3784,8.046917771932532e+17,3,2,0,0.17,0.005,2.0550434589385986
baseline,Rosenbrock,10,4,2.724490247658734e-11,3727,2.7495615005999366e+17,19,0,0,0.0296,0.00902,3.1304469108581543
baseline,Rosenbrock,10,5,2.713532459295323e-11,3439,4.569319886135846e+17,2,2,0,0.17,0.005,1.7784149646759033
baseline,Rosenbrock,10,6,2.7220078936708994e-11,4984,3.976200600643141e+17,19,1,0,0.0296,0.00902,3.1319737434387207
baseline,Rosenbrock,10,7,2.728411813096698e-11,3637,2.0690228986363862e+17,18,1,0,0.0296,0.00902,3.155266523361206
baseline,Rosenbrock,10,8,2.2731847414314088e-11,3590,1.5044433794980593e+18,1,1,0,0.17,0.005,1.7283415794372559
baseline,Rosenbrock,10,9,2.7034372156308216e-11,5655,6.301408248466876e+17,18,2,0,0.0296,0.00902,3.1185717582702637
baseline,Rosenbrock,10,10,2.7228217074893958e-11,3167,4.959285195905566e+17,1,2,0,0.17,0.005,1.7257592678070068
no_local_search,Rosenbrock,10,1,8.670220660223153,1411,1167019.569294672,0,2,0,0.17,0.005,1.5394787788391113
no_local_search,Rosenbrock,10,2,8.768743943683358,1434,1108654.3395074233,0,1,0,0.17,0.005,1.4025661945343018
no_local_search,Rosenbrock,10,3,8.734384819766095,1474,2010266.5448257914,0,2,0,0.17,0.005,1.5621366500854492
no_local_search,Rosenbrock,10,4,8.8135083572124,1890,849962.7151986724,0,1,0,0.17,0.005,2.4233078956604004
no_local_search,Rosenbrock,10,5,8.700329889824326,1459,1425118.1259729892,0,2,0,0.17,0.005,1.398430585861206
no_local_search,Rosenbrock,10,6,8.713875541649461,1387,1242070.6917419266,0,1,0,0.17,0.005,1.387009620666504
no_local_search,Rosenbrock,10,7,8.807947741010588,1382,640915.0785401217,0,1,0,0.17,0.005,1.5574443340301514
no_local_search,Rosenbrock,10,8,8.786797381652967,1423,3892063.9524057684,0,1,0,0.17,0.005,1.5580990314483643
no_local_search,Rosenbrock,10,9,8.64824444710466,1431,1969817.3050013264,0,2,0,0.17,0.005,1.5076236724853516
no_local_search,Rosenbrock,10,10,8.684653839377733,1499,1554840.2544055805,0,2,0,0.17,0.005,1.5999274253845215
no_surrogate,Rosenbrock,10,1,2.6394369316452646e-11,78493,3.833513526794614e+17,2,0,0,0.17,0.005,1.2452774047851562
no_surrogate,Rosenbrock,10,2,2.7100149882181917e-11,72390,3.5872517559712045e+17,1,0,0,0.17,0.005,1.2019240856170654
no_surrogate,Rosenbrock,10,3,2.650463513819408e-11,77874,6.624668289625961e+17,2,0,0,0.17,0.005,1.2043049335479736
no_surrogate,Rosenbrock,10,4,2.7151968165640956e-11,72703,2.7589725533053654e+17,3,0,0,0.17,0.005,1.1031336784362793
no_surrogate,Rosenbrock,10,5,2.6675811770953105e-11,124587,4.64803018344668e+17,15,0,0,0.08960000000000001,0.00602,1.9240264892578125
no_surrogate,Rosenbrock,10,6,2.7250146114205767e-11,124893,3.971813353370365e+17,18,0,0,0.0296,0.00902,1.9222450256347656
no_surrogate,Rosenbrock,10,7,2.6762612990696463e-11,72186,2.1093405640807648e+17,1,0,0,0.17,0.005,1.1050093173980713
no_surrogate,Rosenbrock,10,8,2.6448359721740474e-11,67640,1.2930396329309453e+18,2,0,0,0.17,0.005,0.9721078872680664
no_surrogate,Rosenbrock,10,9,2.721776944927777e-11,125254,6.258948442316396e+17,19,0,0,0.0296,0.00902,1.9039673805236816
no_surrogate,Rosenbrock,10,10,2.7206660442879744e-11,72543,4.9632145824705254e+17,2,0,0,0.17,0.005,1.1221776008605957
no_escape_mechanisms,Rosenbrock,10,1,2.7080472887634177e-11,5142,3.7363886600384083e+17,19,0,0,0.0296,0.00902,3.3732762336730957
no_escape_mechanisms,Rosenbrock,10,2,2.6480785822852124e-11,4803,3.671154659165976e+17,19,0,0,0.0296,0.00902,3.0795176029205322
no_escape_mechanisms,Rosenbrock,10,3,2.5824107830130817e-11,2590,6.799244221062054e+17,2,0,0,0.17,0.005,1.8026671409606934
no_escape_mechanisms,Rosenbrock,10,4,2.724490247658734e-11,2431,2.7495615005999366e+17,19,0,0,0.0296,0.00902,3.1407952308654785
no_escape_mechanisms,Rosenbrock,10,5,2.6676993025145607e-11,3596,4.647824369203078e+17,1,0,0,0.17,0.005,1.5761456489562988
no_escape_mechanisms,Rosenbrock,10,6,2.7243583058061566e-11,4700,3.972770174430829e+17,19,0,0,0.0296,0.00902,3.3491384983062744
no_escape_mechanisms,Rosenbrock,10,7,2.6913939253657332e-11,2803,2.097480589891712e+17,2,0,0,0.17,0.005,1.7873549461364746
no_escape_mechanisms,Rosenbrock,10,8,2.7342991970705106e-11,4956,1.250732816030703e+18,19,0,0,0.0296,0.00902,3.3989453315734863
no_escape_mechanisms,Rosenbrock,10,9,2.7270911366640817e-11,2357,6.246751837794112e+17,19,0,0,0.0296,0.00902,3.1276509761810303
no_escape_mechanisms,Rosenbrock,10,10,1.0044129518365566e-11,5522,1.344392200474113e+18,19,0,0,0.0296,0.00902,3.4094836711883545
no_population_decay,Rosenbrock,10,1,2.4655489372288004e-11,3397,4.103880084390481e+17,3,2,0,0.17,0.005,1.7350003719329834
no_population_decay,Rosenbrock,10,2,2.7237633923515483e-11,2843,3.569144828252125e+17,1,0,0,0.17,0.005,1.6806600093841553
no_population_decay,Rosenbrock,10,3,2.7002632260087357e-11,3226,6.502492580607853e+17,1,2,0,0.17,0.005,1.4809563159942627
no_population_decay,Rosenbrock,10,4,2.7179877083838058e-11,3045,2.7561395773113702e+17,1,5,0,0.17,0.005,1.6068227291107178
no_population_decay,Rosenbrock,10,5,2.724238972378522e-11,4192,4.551362033084679e+17,18,2,0,0.0296,0.00902,3.7244932651519775
no_population_decay,Rosenbrock,10,6,2.7404772075936627e-11,3425,3.9494031885319706e+17,1,2,0,0.17,0.005,2.0059425830841064
no_population_decay,Rosenbrock,10,7,2.627312629244752e-11,3018,2.148639052456366e+17,2,2,0,0.17,0.005,1.6115076541900635
no_population_decay,Rosenbrock,10,8,2.724757811592755e-11,4117,1.2551125535166016e+18,14,1,0,0.10960000000000002,0.00502,3.1114864349365234
no_population_decay,Rosenbrock,10,9,2.7249048341600664e-11,4249,6.251763862072435e+17,14,2,0,0.10960000000000002,0.00502,3.89151668548584
no_population_decay,Rosenbrock,10,10,2.5321366259412066e-11,3648,5.3327491284255866e+17,1,2,0,0.17,0.005,1.9632906913757324
no_diversity_restart,Rosenbrock,10,1,2.3610847518445195e-11,3545,4.285452766013075e+17,2,2,0,0.17,0.005,1.9029016494750977
no_diversity_restart,Rosenbrock,10,2,2.736472678607526e-11,3777,3.552568275646315e+17,18,1,0,0.0296,0.00902,3.0686702728271484
no_diversity_restart,Rosenbrock,10,3,2.1820083279654577e-11,3784,8.046917771932532e+17,3,2,0,0.17,0.005,2.0619490146636963
no_diversity_restart,Rosenbrock,10,4,2.724490247658734e-11,3727,2.7495615005999366e+17,19,0,0,0.0296,0.00902,3.069497585296631
no_diversity_restart,Rosenbrock,10,5,2.713532459295323e-11,3439,4.569319886135846e+17,2,2,0,0.17,0.005,1.6819250583648682
no_diversity_restart,Rosenbrock,10,6,2.7220078936708994e-11,4984,3.976200600643141e+17,19,1,0,0.0296,0.00902,3.199552059173584
no_diversity_restart,Rosenbrock,10,7,2.728411813096698e-11,3637,2.0690228986363862e+17,18,1,0,0.0296,0.00902,3.210019111633301
no_diversity_restart,Rosenbrock,10,8,2.2731847414314088e-11,3590,1.5044433794980593e+18,1,1,0,0.17,0.005,1.752321481704712
no_diversity_restart,Rosenbrock,10,9,2.7034372156308216e-11,5655,6.301408248466876e+17,18,2,0,0.0296,0.00902,3.112900495529175
no_diversity_restart,Rosenbrock,10,10,2.7228217074893958e-11,3098,4.959285195905566e+17,1,2,0,0.17,0.005,1.6978530883789062
no_de_operator,Rosenbrock,10,1,2.6735626964006226e-11,3460,3.784581971541393e+17,6,1,0,0.17,0.005,2.3581466674804688
no_de_operator,Rosenbrock,10,2,2.7249649335722193e-11,3478,3.5675710558410176e+17,18,1,0,0.0296,0.00902,2.9473929405212402
no_de_operator,Rosenbrock,10,3,2.706152379665454e-11,4094,6.488341796547569e+17,9,2,0,0.17,0.005,2.593817710876465
no_de_operator,Rosenbrock,10,4,2.2679693172304016e-11,3921,3.3030224160485946e+17,1,5,0,0.17,0.005,1.8332741260528564
no_de_operator,Rosenbrock,10,5,2.2884845777165187e-11,3123,5.4179949249669485e+17,1,2,0,0.17,0.005,1.5983219146728516
no_de_operator,Rosenbrock,10,6,2.7234021415010576e-11,3954,3.9741649816740435e+17,18,1,0,0.0296,0.00902,3.227950096130371
no_de_operator,Rosenbrock,10,7,8.258723100394713,10900,683537.4487779215,0,4,0,0.17,0.005,1.838235855102539
no_de_operator,Rosenbrock,10,8,2.6991892510774766e-11,3397,1.2670018351834076e+18,4,2,0,0.17,0.005,1.9895915985107422
no_de_operator,Rosenbrock,10,9,2.2775297751756026e-11,3727,7.479797522504361e+17,3,1,0,0.17,0.005,1.9160056114196777
no_de_operator,Rosenbrock,10,10,2.630885291297255e-11,3286,5.1325876615411846e+17,3,2,0,0.17,0.005,1.9866862297058105
baseline,Rosenbrock,30,1,1.397850588228732e-11,16392,1.230379889222607e+19,17,4,0,0.0296,0.00902,5.44603967666626
baseline,Rosenbrock,30,2,2.3064242131137814e-11,11078,6.944882138372704e+18,2,2,0,0.17,0.005,2.656107187271118
baseline,Rosenbrock,30,3,2.1674541512508947e-11,12347,7.697360522942237e+18,4,2,0,0.17,0.005,3.315061092376709
