ablation_type,function,dimensions,run_id,final_fitness,total_evaluations,improvement_ratio,local_search_calls,plateau_escapes,basin_searches,final_exploration_scale,final_exploitation_scale,runtime_seconds
no_surrogate,Griewank,10,4,2.220446049250313e-16,67640,4.889009724414448e+17,2,0,5,0.17,0.005,1.0429329872131348
no_surrogate,Griewank,10,5,4.440892098500626e-16,67681,1.8802242412303075e+17,2,0,5,0.17,0.005,1.2677149772644043
no_surrogate,Griewank,10,6,3.3306690738754696e-16,65893,3.0557571407357357e+17,2,0,5,0.17,0.005,0.9799792766571045
no_surrogate,Griewank,10,7,1.1102230246251565e-16,67671,9.603173598101937e+17,2,0,5,0.17,0.005,1.0803916454315186
no_surrogate,Griewank,10,8,4.440892098500626e-16,65950,2.9016792628430675e+17,2,0,5,0.17,0.005,0.9275906085968018
no_surrogate,Griewank,10,9,6.661338147750939e-16,77070,1.0284066076882426e+17,3,0,5,0.17,0.005,1.1766197681427002
no_surrogate,Griewank,10,10,0.0,71500,8.864934910214356e+17,2,1,5,0.17,0.005,1.1568872928619385
no_escape_mechanisms,Griewank,10,1,0.0,1972,9.991766344569357e+17,3,0,0,0.17,0.005,1.9238455295562744
no_escape_mechanisms,Griewank,10,2,1.1102230246251565e-16,3133,6.147632764925261e+17,2,0,0,0.17,0.005,2.4216060638427734
no_escape_mechanisms,Griewank,10,3,3.3306690738754696e-16,2614,3.614282398587108e+17,2,0,0,0.17,0.005,2.2757484912872314
no_escape_mechanisms,Griewank,10,4,1.1102230246251565e-16,4294,9.778019448828896e+17,1,0,0,0.17,0.005,2.2844078540802
no_escape_mechanisms,Griewank,10,5,1.1102230246251565e-16,1961,7.52089696492123e+17,1,0,0,0.17,0.005,1.5440444946289062
no_escape_mechanisms,Griewank,10,6,1.1102230246251565e-16,2696,9.167271422207206e+17,2,0,0,0.17,0.005,2.6287872791290283
no_escape_mechanisms,Griewank,10,7,3.3306690738754696e-16,4625,3.201057866033979e+17,2,0,0,0.17,0.005,2.48199725151062
no_escape_mechanisms,Griewank,10,8,1.1102230246251565e-16,3661,1.160671705137227e+18,1,0,0,0.17,0.005,1.5385329723358154
no_escape_mechanisms,Griewank,10,9,1.1102230246251565e-16,1950,6.170439646129455e+17,2,0,0,0.17,0.005,1.7197411060333252
no_escape_mechanisms,Griewank,10,10,1.1102230246251565e-16,3803,7.984823511661015e+17,2,0,0,0.17,0.005,2.4151647090911865
no_population_decay,Griewank,10,1,2.220446049250313e-16,2600,4.4998915186175616e+17,2,2,5,0.17,0.005,1.595426082611084
no_population_decay,Griewank,10,2,1.1102230246251565e-16,2631,6.147632764925261e+17,2,1,5,0.17,0.005,1.7207496166229248
no_population_decay,Griewank,10,3,7.771561172376096e-16,4590,1.548978170823046e+17,4,2,5,0.17,0.005,2.507211446762085
no_population_decay,Griewank,10,4,0.0,5266,1.0855782327322423e+18,3,1,5,0.17,0.005,3.382739782333374
no_population_decay,Griewank,10,5,0.0,5540,8.349872976289009e+17,2,1,5,0.17,0.005,3.052499294281006
no_population_decay,Griewank,10,6,3.3306690738754696e-16,4136,3.0557571407357357e+17,2,1,5,0.17,0.005,3.364230155944824
no_population_decay,Griewank,10,7,3.3306690738754696e-16,2616,3.201057866033979e+17,2,2,5,0.17,0.005,1.561915397644043
no_population_decay,Griewank,10,8,5.551115123125783e-16,5289,2.321343410274454e+17,1,1,5,0.17,0.005,2.6359786987304688
no_population_decay,Griewank,10,9,2.220446049250313e-16,5271,3.0852198230647277e+17,2,2,5,0.17,0.005,2.9091694355010986
no_population_decay,Griewank,10,10,2.220446049250313e-16,5634,3.9924117558305075e+17,2,2,5,0.17,0.005,3.1222846508026123
no_diversity_restart,Griewank,10,1,4.440892098500626e-16,2782,2.2499457593087808e+17,3,1,5,0.17,0.005,2.0462043285369873
no_diversity_restart,Griewank,10,2,3.3306690738754696e-16,3947,2.0492109216417536e+17,1,1,5,0.17,0.005,2.4692020416259766
no_diversity_restart,Griewank,10,3,3.3306690738754696e-16,2954,3.614282398587108e+17,2,2,5,0.17,0.005,2.3833351135253906
no_diversity_restart,Griewank,10,4,1.1102230246251565e-16,4915,9.778019448828896e+17,1,0,5,0.17,0.005,2.393845319747925
no_diversity_restart,Griewank,10,5,0.0,2770,8.349872976289009e+17,2,2,5,0.17,0.005,1.8569226264953613
no_diversity_restart,Griewank,10,6,1.1102230246251565e-16,3376,9.167271422207206e+17,2,1,5,0.17,0.005,2.941189765930176
no_diversity_restart,Griewank,10,7,3.3306690738754696e-16,3568,3.201057866033979e+17,4,1,5,0.17,0.005,3.129977226257324
no_diversity_restart,Griewank,10,8,1.1102230246251565e-16,2589,1.160671705137227e+18,1,2,5,0.17,0.005,1.741490364074707
no_diversity_restart,Griewank,10,9,1.1102230246251565e-16,2695,6.170439646129455e+17,2,1,5,0.17,0.005,1.9853007793426514
no_diversity_restart,Griewank,10,10,1.1102230246251565e-16,4425,7.984823511661015e+17,2,0,5,0.17,0.005,2.4343180656433105
no_de_operator,Griewank,10,1,3.3306690738754696e-16,2775,2.9999276790783744e+17,2,1,5,0.17,0.005,2.277506113052368
no_de_operator,Griewank,10,2,1.1102230246251565e-16,2720,6.147632764925261e+17,2,2,5,0.17,0.005,2.2744204998016357
no_de_operator,Griewank,10,3,3.3306690738754696e-16,2628,3.614282398587108e+17,2,2,5,0.17,0.005,1.6819114685058594
no_de_operator,Griewank,10,4,0.0,4305,1.0855782327322423e+18,1,2,5,0.17,0.005,1.5886037349700928
no_de_operator,Griewank,10,5,2.220446049250313e-16,4556,3.760448482460615e+17,1,1,5,0.17,0.005,1.5009973049163818
no_de_operator,Griewank,10,6,6.661338147750939e-16,2965,1.5278785703678678e+17,3,2,5,0.17,0.005,2.4838943481445312
no_de_operator,Griewank,10,7,1.1102230246251565e-16,2808,9.603173598101937e+17,2,2,5,0.17,0.005,2.4751369953155518
no_de_operator,Griewank,10,8,0.0,2874,1.28860445107429e+18,2,1,5,0.17,0.005,2.24749493598938
no_de_operator,Griewank,10,9,4.440892098500626e-16,2671,1.5426099115323638e+17,3,1,5,0.17,0.005,1.7493445873260498
no_de_operator,Griewank,10,10,4.0144087698479325e-06,8850,22082790.812930003,0,1,5,0.17,0.005,2.095350742340088
baseline,Griewank,30,1,3.219646771412954e-15,5199,1.448665156291524e+17,5,0,5,0.17,0.005,5.930668354034424
baseline,Griewank,30,2,4.440892098500626e-16,3653,1.2799030396776525e+18,2,1,5,0.17,0.005,2.5739479064941406
baseline,Griewank,30,3,1.6653345369377348e-15,4749,3.325376648915387e+17,3,2,5,0.17,0.005,5.239145755767822
baseline,Griewank,30,4,2.220446049250313e-15,10433,3.0404948392888845e+17,4,2,5,0.17,0.005,5.764368295669556
baseline,Griewank,30,5,3.552713678800501e-15,6050,1.2445574778054766e+17,6,0,5,0.17,0.005,6.498593091964722
baseline,Griewank,30,6,9.992007221626409e-16,3839,4.707958430026404e+17,3,2,5,0.17,0.005,2.7071120738983154
baseline,Griewank,30,7,1.2212453270876722e-15,5287,4.8365938720837843e+17,3,1,5,0.17,0.005,5.540132284164429
baseline,Griewank,30,8,2.1094237467877974e-15,10429,2.643262626564117e+17,3,2,5,0.17,0.005,5.471998453140259
baseline,Griewank,30,9,3.774758283725532e-15,11767,1.3793013379585386e+17,5,0,5,0.17,0.005,5.740162134170532
baseline,Griewank,30,10,3.4416913763379853e-15,3712,1.6987290379536086e+17,3,1,5,0.17,0.005,2.939061403274536
no_local_search,Griewank,30,1,2.1947866391314186e-05,3511,21251223.285914883,0,1,5,0.17,0.005,4.453658103942871
no_local_search,Griewank,30,2,9.318645264000391e-05,2281,6099503.881437998,0,1,5,0.17,0.005,2.044001340866089
no_local_search,Griewank,30,3,8.056883797902259e-06,3695,68734571.83541527,0,2,5,0.17,0.005,4.057737350463867
no_local_search,Griewank,30,4,7.401050574173951e-05,3634,9122022.185909051,0,2,5,0.17,0.005,4.096838474273682
no_local_search,Griewank,30,5,1.195287005217871e-05,3701,36991587.427548654,0,1,5,0.17,0.005,4.433379173278809
no_local_search,Griewank,30,6,1.176132115587869e-05,2341,39997168.69259,0,2,5,0.17,0.005,2.102958917617798
no_local_search,Griewank,30,7,5.147415742423611e-05,3964,11475015.737745898,0,1,5,0.17,0.005,4.112453460693359
no_local_search,Griewank,30,8,3.487246867750482e-05,4325,15989005.553449074,0,2,5,0.17,0.005,4.269634246826172
no_local_search,Griewank,30,9,1.2327469231188104e-05,5468,42235182.69297603,0,1,5,0.17,0.005,4.654980659484863
no_local_search,Griewank,30,10,1.9955649033231992e-07,2429,2929747396.8016386,0,1,5,0.17,0.005,2.2192435264587402
no_surrogate,Griewank,30,1,2.6645352591003757e-15,72796,1.7504703971855914e+17,3,0,5,0.17,0.005,1.3239643573760986
no_surrogate,Griewank,30,2,2.55351295663786e-15,72766,2.2259183298741782e+17,3,0,5,0.17,0.005,1.2277343273162842
no_surrogate,Griewank,30,3,2.1094237467877974e-15,77627,2.6252973544068845e+17,3,0,5,0.17,0.005,1.3721349239349365
no_surrogate,Griewank,30,4,1.7763568394002505e-15,72643,3.800618549111106e+17,3,0,5,0.17,0.005,1.2208735942840576
no_surrogate,Griewank,30,5,1.9984014443252818e-15,78242,2.2125466272097363e+17,3,0,5,0.17,0.005,1.306826114654541
no_surrogate,Griewank,30,6,1.7763568394002505e-15,78322,2.648226616889852e+17,3,1,5,0.17,0.005,1.3546664714813232
no_surrogate,Griewank,30,7,1.6653345369377348e-15,66914,3.5468355061947757e+17,2,0,5,0.17,0.005,1.1158533096313477
no_surrogate,Griewank,30,8,1.6653345369377348e-15,78114,3.3481326603145485e+17,3,0,5,0.17,0.005,1.3445947170257568
no_surrogate,Griewank,30,9,9.992007221626409e-16,67017,5.2106939433989235e+17,2,0,5,0.17,0.005,1.0945463180541992
no_surrogate,Griewank,30,10,2.7755575615628914e-15,77635,2.106424007062475e+17,3,0,5,0.17,0.005,1.336864948272705
no_escape_mechanisms,Griewank,30,1,3.219646771412954e-15,4657,1.448665156291524e+17,5,0,0,0.17,0.005,6.020046949386597
no_escape_mechanisms,Griewank,30,2,2.9976021664879227e-15,8487,1.8961526513742998e+17,11,0,0,0.17,0.005,4.309127569198608
no_escape_mechanisms,Griewank,30,3,5.10702591327572e-15,3590,1.0843619507332784e+17,10,0,0,0.17,0.005,3.923680305480957
no_escape_mechanisms,Griewank,30,4,1.3322676295501878e-15,4610,5.0674913988148077e+17,2,0,0,0.17,0.005,4.404906272888184
no_escape_mechanisms,Griewank,30,5,3.552713678800501e-15,4530,1.2445574778054766e+17,6,0,0,0.17,0.005,6.331004858016968
no_escape_mechanisms,Griewank,30,6,1.887379141862766e-15,3058,2.4924485806022138e+17,2,0,0,0.17,0.005,2.3053321838378906
no_escape_mechanisms,Griewank,30,7,1.3322676295501878e-15,4477,4.4335443827434694e+17,2,0,0,0.17,0.005,4.489144325256348
no_escape_mechanisms,Griewank,30,8,2.886579864025407e-15,4819,1.9316149963353162e+17,3,0,0,0.17,0.005,5.095379829406738
no_escape_mechanisms,Griewank,30,9,3.774758283725532e-15,11076,1.3793013379585386e+17,5,0,0,0.17,0.005,6.254450798034668
no_escape_mechanisms,Griewank,30,10,7.771561172376096e-16,3144,7.522942882365981e+17,2,0,0,0.17,0.005,2.550394296646118
no_population_decay,Griewank,30,1,1.3322676295501878e-15,6612,3.500940794371183e+17,2,1,5,0.17,0.005,6.04991340637207
no_population_decay,Griewank,30,2,2.1094237467877974e-15,8721,2.6945327151108474e+17,4,2,5,0.17,0.005,3.149656295776367
no_population_decay,Griewank,30,3,1.6653345369377348e-15,3771,3.325376648915387e+17,3,2,5,0.17,0.005,2.0663418769836426
no_population_decay,Griewank,30,4,1.3322676295501878e-15,8301,5.0674913988148077e+17,4,2,5,0.17,0.005,7.484363317489624
no_population_decay,Griewank,30,5,3.3306690738754696e-15,12252,1.3275279763258418e+17,4,2,5,0.17,0.005,7.421543598175049
no_population_decay,Griewank,30,6,9.992007221626409e-16,8425,4.707958430026404e+17,2,2,5,0.17,0.005,2.0408518314361572
no_population_decay,Griewank,30,7,1.6653345369377348e-15,8518,3.5468355061947757e+17,2,1,5,0.17,0.005,1.9911117553710938
no_population_decay,Griewank,30,8,2.3314683517128287e-15,8802,2.391523328796106e+17,4,2,5,0.17,0.005,2.305712938308716
no_population_decay,Griewank,30,9,2.886579864025407e-15,8912,1.803701749638089e+17,6,1,5,0.17,0.005,2.6892640590667725
no_population_decay,Griewank,30,10,1.4432899320127035e-15,3604,4.050815398197067e+17,2,1,5,0.17,0.005,1.8970179557800293
no_diversity_restart,Griewank,30,1,3.219646771412954e-15,5199,1.448665156291524e+17,5,0,5,0.17,0.005,5.978752851486206
no_diversity_restart,Griewank,30,2,4.440892098500626e-16,3653,1.2799030396776525e+18,2,1,5,0.17,0.005,2.516925096511841
no_diversity_restart,Griewank,30,3,1.6653345369377348e-15,4749,3.325376648915387e+17,3,2,5,0.17,0.005,5.210586309432983
no_diversity_restart,Griewank,30,4,2.220446049250313e-15,10433,3.0404948392888845e+17,4,2,5,0.17,0.005,5.659078598022461
no_diversity_restart,Griewank,30,5,3.552713678800501e-15,6050,1.2445574778054766e+17,6,0,5,0.17,0.005,6.57625412940979
no_diversity_restart,Griewank,30,6,9.992007221626409e-16,3839,4.707958430026404e+17,3,2,5,0.17,0.005,2.7111549377441406
no_diversity_restart,Griewank,30,7,1.2212453270876722e-15,5287,4.8365938720837843e+17,3,1,5,0.17,0.005,5.500339984893799
no_diversity_restart,Griewank,30,8,2.1094237467877974e-15,10429,2.643262626564117e+17,3,2,5,0.17,0.005,5.519781589508057
no_diversity_restart,Griewank,30,9,3.774758283725532e-15,11767,1.3793013379585386e+17,5,0,5,0.17,0.005,6.148447513580322
no_diversity_restart,Griewank,30,10,3.4416913763379853e-15,3712,1.6987290379536086e+17,3,1,5,0.17,0.005,3.058053970336914
no_de_operator,Griewank,30,1,9.992007221626409e-16,4457,4.667921059161577e+17,2,1,5,0.17,0.005,3.92425537109375
no_de_operator,Griewank,30,2,3.219646771412954e-15,4284,1.7653835030036586e+17,5,2,5,0.17,0.005,5.130328893661499
no_de_operator,Griewank,30,3,1.887379141862766e-15,8767,2.9341558666900474e+17,4,2,5,0.17,0.005,2.786439895629883
no_de_operator,Griewank,30,4,1.5543122344752192e-15,8314,4.343564056126978e+17,2,1,5,0.17,0.005,2.427020788192749
no_de_operator,Griewank,30,5,1.6653345369377348e-15,3922,2.6550559526516835e+17,2,1,5,0.17,0.005,3.36726450920105
no_de_operator,Griewank,30,6,7.771561172376096e-16,8304,6.053089410033948e+17,2,2,5,0.17,0.005,2.289177179336548
no_de_operator,Griewank,30,7,1.2212453270876722e-15,9054,4.8365938720837843e+17,5,1,5,0.17,0.005,5.388376712799072
no_de_operator,Griewank,30,8,1.5543122344752192e-15,12612,3.587284993194159e+17,2,1,5,0.17,0.005,3.9523632526397705
no_de_operator,Griewank,30,9,6.8833827526759706e-15,13747,7.563910562998437e+16,1,2,5,0.17,0.005,2.448992967605591
no_de_operator,Griewank,30,10,6.661338147750939e-16,7143,8.776766696093645e+17,2,2,5,0.17,0.005,3.6071267127990723
